shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1,10.77096944,122.5834472,1,
1,10.76927778,122.5824722,2,
1,10.76828889,122.5819056,3,
1,10.76595833,122.5803972,4,
1,10.76421111,122.5792528,5,
1,10.76182222,122.5776,6,
1,10.75992222,122.5763806,7,
1,10.757825,122.5750694,8,
1,10.75623056,122.5739667,9,
1,10.75528333,122.5733111,10,
1,10.754225,122.5725278,11,
1,10.75173056,122.5708056,12,
1,10.74964167,122.5707722,13,
1,10.74633333,122.5767167,14,
1,10.74049444,122.5822361,15,
1,10.73907222,122.581825,16,
1,10.73603611,122.5806278,17,
1,10.73299167,122.5794833,18,
1,10.725675,122.5791889,19,
1,10.72391389,122.5791444,20,
1,10.72142778,122.5789083,21,
1,10.71798611,122.5794361,22,
1,10.71733333,122.5799194,23,
1,10.71617778,122.5807639,24,
1,10.71406389,122.58136111,25,
1,10.71180556,122.5835528,26,
1,10.70633611,122.5881556,27,
1,10.70510278,122.5880806,28,
1,10.70266111,122.5866222,29,
1,10.70046111,122.5853333,30,
1,10.69949722,122.5841556,31,
1,10.69896667,122.58325,32,
1,10.69896944,122.5819778,33,
1,10.70101944,122.5792306,34,
1,10.70156111,122.5763583,35,
1,10.69770833,122.5742861,36,
1,10.69630833,122.5710056,37,
1,10.69509444,122.5706778,38,
1,10.69359167,122.5713806,39,
1,10.69234167,122.5707806,40,
1,10.69220278,122.5695056,41,
1,10.69389722,122.56995,42,
1,10.69503333,122.5707167,43,
1,10.69622778,122.5711833,44,
1,10.69753333,122.5739611,45,
1,10.7016,122.5767306,46,
1,10.70100278,122.5790972,47,
1,10.69876111,122.5818944,48,
1,10.69885556,122.5833194,49,
1,10.69938611,122.5842528,50,
1,10.70027222,122.5854333,51,
1,10.70239444,122.5867,52,
1,10.70496111,122.5881917,53,
1,10.70656944,122.5882528,54,
1,10.71134722,122.5842167,55,
1,10.71371944,122.5817444,56,
1,10.71636111,122.5809972,57,
1,10.71804722,122.5796111,58,
1,10.72193889,122.5792111,59,
1,10.72373056,122.5793111,60,
1,10.725475,122.5794194,61,
1,10.73240556,122.57954167,62,
1,10.73628056,122.5808861,63,
1,10.73911667,122.58213611,64,
1,10.74073333,122.5821333,65,
1,10.74658611,122.5769056,66,
1,10.74979167,122.5710694,67,
1,10.75174167,122.57102778,68,
1,10.75371111,122.5723917,69,
1,10.75408889,122.5726278,70,
1,10.75529167,122.5735167,71,
1,10.75646389,122.5743111,72,
1,10.75771389,122.57518611,73,
1,10.75975,122.5764611,74,
1,10.76271667,122.5784333,75,
1,10.76174167,122.5774333,76,
1,10.764,122.5792806,77,
1,10.76585556,122.580575,78,
1,10.76786389,122.5817833,79,
1,10.76914444,122.5826583,80,
1,10.77082778,122.58360833,81,
1,10.77153611,122.5840528,82,
