shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,10.7462842794605,122.539249401267,1
1,10.7395406945455,122.538290632028,2
1,10.7373548808949,122.538107399509,3
1,10.7317846298231,122.541624245734,4
1,10.7305171748076,122.543181911991,5
1,10.7291713548756,122.544828042571,6
1,10.7257447966413,122.548753865662,7
1,10.7243660980004,122.549152490385,8
1,10.7187969597888,122.547132194878,9
1,10.7173668188374,122.547134666867,10
1,10.7190829472203,122.551224070126,11
1,10.7179379936929,122.552528615915,12
1,10.7163671878588,122.552673263563,13
1,10.7138436726569,122.552190604683,14
1,10.7118491495951,122.551629898455,15
1,10.7087642699643,122.551598795311,16
1,10.7054957582052,122.552512897205,17
1,10.7030086470811,122.553155492674,18
1,10.7003222836123,122.553899901609,19
1,10.7173418003359,122.547019323054,20
1,10.7191008115295,122.551231465472,21
1,10.6991035085577,122.554344523927,22
1,10.697071549169,122.55465132909,23
1,10.6961614594247,122.554783511031,24
1,10.6938123718286,122.555081318324,25
1,10.693046025139,122.5557234452,26
1,10.6934999818404,122.557220039874,27
1,10.6932670425961,122.558354534584,28
1,10.693429151179,122.559441037973,29
1,10.6944475260604,122.562773415831,30
1,10.694393536371,122.564662825041,31
2,10.6933208492283,122.565634810441,1
2,10.6934026758827,122.566936665893,2
2,10.6958170893678,122.56786128196,3
2,10.696744805464,122.567846907727,4
2,10.6979686057183,122.566930741492,5
2,10.6978658818067,122.565850674109,6
2,10.6976654553389,122.564390980575,7
2,10.6972437872282,122.561301554797,8
2,10.6971720214833,122.560593026314,9
2,10.6966163360395,122.555426446821,10
2,10.6976813746619,122.55475228729,11
2,10.700585617482,122.554172382442,12
2,10.7031047202659,122.553492347901,13
2,10.7062250996471,122.552630864627,14
2,10.7085957360406,122.552320443148,15
2,10.7131941260611,122.552561828932,16
2,10.716655670245,122.553014113807,17
2,10.7224964828474,122.551022521974,18
2,10.7250486211677,122.549734955174,19
2,10.7290719696213,122.545513830722,20
2,10.7312654892586,122.542769078398,21
2,10.7373674391429,122.538423998318,22
2,10.7192141940235,122.551188223952,23
2,10.7189288021924,122.548065080155,24
2,10.7245815857014,122.549346873934,25
2,10.7095275478995,122.553050726082,26
