shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,10.7533247654239,122.590504110776,1
1,10.7515690545517,122.589265855362,2
1,10.749294201953,122.58883775212,3
1,10.7451250680992,122.58606913924,4
1,10.7408997180108,122.582987595493,5
1,10.739552907518,122.579771552497,6
1,10.7384917926605,122.577363083068,7
1,10.7372690575347,122.574824377543,8
1,10.7354898451978,122.570958483354,9
1,10.7344260647986,122.568841539713,10
1,10.7331486826521,122.566505825107,11
1,10.7321296357662,122.564761250623,12
1,10.7307356933984,122.562546437647,13
1,10.7316921410883,122.561260941219,14
1,10.7324107680372,122.560246845126,15
1,10.7313753899362,122.55947672553,16
1,10.7304925696523,122.559152745233,17
1,10.7290830297126,122.557121762803,18
1,10.728309356565,122.55636485869,19
1,10.7266572336905,122.556198407218,20
1,10.7252955882855,122.556718080421,21
1,10.7237852789201,122.557022796945,22
1,10.7243207022596,122.558131786486,23
1,10.726756763765,122.55803168363,24
2,10.7299475472629,122.559490979895,1
2,10.7294457667821,122.560296573731,2
2,10.7299346931577,122.561421337811,3
2,10.7305159924844,122.562348812424,4
2,10.7315899928277,122.564047996618,5
2,10.7324282979659,122.565424276889,6
2,10.7333486947678,122.567029815732,7
2,10.7343757986082,122.568998715241,8
2,10.7352542385915,122.570759912772,9
2,10.7371849578023,122.574916876829,10
2,10.7384571210051,122.57749262468,11
2,10.7392917037138,122.579324578776,12
2,10.7408701108215,122.58312278473,13
2,10.7451331212444,122.58627153313,14
2,10.7492491807964,122.588949211446,15
