shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1,10.68551,122.50067,56,2.461
1,10.68561,122.50069,57,2.473
1,10.68567,122.50069,58,2.479
1,10.68574,122.5007,59,2.487
1,10.68582,122.5007,60,2.496
1,10.68591,122.5007,61,2.506
1,10.6864,122.50066,62,2.561
1,10.68659,122.50064,63,2.582
1,10.68657,122.50107,64,2.629
1,10.68655,122.50127,65,2.651
1,10.68652,122.50184,66,2.713
1,10.68651,122.50187,67,2.717
1,10.68651,122.50221,68,2.754
1,10.68647,122.50286,69,2.825
1,10.68646,122.50303,70,2.844
1,10.68646,122.50319,71,2.861
1,10.68647,122.50342,72,2.886
1,10.68647,122.50346,73,2.891
1,10.68648,122.5037,74,2.917
1,10.68653,122.5043,75,2.983
1,10.68654,122.50448,76,3.002
1,10.68655,122.50455,77,3.01
1,10.68655,122.50468,78,3.024
1,10.68657,122.50535,79,3.098
1,10.68657,122.50546,80,3.11
1,10.68656,122.50559,81,3.124
1,10.68653,122.50587,82,3.155
1,10.68652,122.50595,83,3.163
1,10.6865,122.50603,84,3.172
1,10.68646,122.50622,85,3.194
1,10.6864,122.50644,86,3.219
1,10.68636,122.50658,87,3.235
1,10.68626,122.50689,88,3.27
1,10.68623,122.50702,89,3.285
1,10.68621,122.50711,90,3.295
1,10.68619,122.50722,91,3.307
1,10.68617,122.50735,92,3.322
1,10.68604,122.50817,93,3.412
1,10.68601,122.50839,94,3.437
1,10.68592,122.50894,95,3.497
1,10.6859,122.50906,96,3.511
1,10.68589,122.50919,97,3.525
1,10.68588,122.50925,98,3.532
1,10.68587,122.50931,99,3.538
1,10.68587,122.50939,100,3.547
1,10.68589,122.50972,101,3.583
1,10.6859,122.50989,102,3.602
1,10.6859,122.50995,103,3.608
1,10.68592,122.51016,104,3.631
1,10.68593,122.51025,105,3.641
1,10.68596,122.51056,106,3.675
1,10.68599,122.51074,107,3.695
1,10.68602,122.511,108,3.724
1,10.68603,122.51102,109,3.726
1,10.6861,122.5114,110,3.769
1,10.68615,122.51166,111,3.798
1,10.68631,122.51239,112,3.879
1,10.68649,122.51328,113,3.979
1,10.68662,122.51391,114,4.049
1,10.68665,122.51415,115,4.075
1,10.68682,122.51512,116,4.183
1,10.68691,122.51574,117,4.251
1,10.68695,122.51601,118,4.281
1,10.68705,122.51669,119,4.356
1,10.68716,122.51763,120,4.46
1,10.68733,122.51909,121,4.62
1,10.68736,122.51935,122,4.649
1,10.68738,122.5195,123,4.666
1,10.68739,122.5196,124,4.677
1,10.68743,122.51991,125,4.711
1,10.68745,122.52011,126,4.733
1,10.68758,122.52124,127,4.857
1,10.68761,122.52155,128,4.891
1,10.68762,122.52161,129,4.898
1,10.68763,122.52175,130,4.913
1,10.68766,122.52192,131,4.932
1,10.68773,122.52238,132,4.983
1,10.68777,122.52264,133,5.012
1,10.68794,122.52341,134,5.098
1,10.68819,122.52456,135,5.227
1,10.68828,122.52502,136,5.278
1,10.68856,122.52654,137,5.447
1,10.68857,122.52658,138,5.451
1,10.68858,122.52666,139,5.46
1,10.68861,122.52672,140,5.467
1,10.68863,122.52676,141,5.472
1,10.68864,122.52679,142,5.476
1,10.68867,122.52683,143,5.481
1,10.68873,122.52687,144,5.489
1,10.68872,122.52702,145,5.506
1,10.68872,122.52708,146,5.512
1,10.68872,122.5271,147,5.514
1,10.68872,122.52718,148,5.523
1,10.68873,122.52724,149,5.53
1,10.68874,122.52734,150,5.541
1,10.68876,122.52742,151,5.55
1,10.68877,122.52749,152,5.558
1,10.68882,122.52768,153,5.579
1,10.68892,122.5281,154,5.626
1,10.68896,122.52833,155,5.652
1,10.68899,122.52844,156,5.664
1,10.68902,122.52854,157,5.676
1,10.68902,122.52856,158,5.678
1,10.68905,122.52864,159,5.687
1,10.68909,122.52874,160,5.699
1,10.68916,122.52891,161,5.719
1,10.68924,122.52909,162,5.741
1,10.6893,122.52921,163,5.755
1,10.68933,122.52928,164,5.764
1,10.68945,122.52953,165,5.794
1,10.68982,122.53026,166,5.884
1,10.6899,122.53041,167,5.903
1,10.69002,122.53065,168,5.932
1,10.69016,122.53091,169,5.964
1,10.69024,122.5311,170,5.987
1,10.69039,122.53142,171,6.026
1,10.69048,122.53164,172,6.052
1,10.69054,122.53178,173,6.068
1,10.69059,122.5319,174,6.083
1,10.69066,122.53211,175,6.107
1,10.69081,122.53253,176,6.156
1,10.69091,122.5328,177,6.187
1,10.69115,122.53336,178,6.254
1,10.69142,122.53389,179,6.319
1,10.69164,122.53432,180,6.372
1,10.69187,122.5347,181,6.421
1,10.69203,122.53496,182,6.455
1,10.69209,122.53506,183,6.467
1,10.69213,122.53511,184,6.474
1,10.69234,122.53541,185,6.515
1,10.69249,122.53562,186,6.543
1,10.69277,122.53603,187,6.598
1,10.69304,122.53644,188,6.651
1,10.69327,122.53678,189,6.697
1,10.69353,122.53715,190,6.746
1,10.69371,122.53741,191,6.781
1,10.69457,122.53872,192,6.953
1,10.69489,122.53916,193,7.013
1,10.69518,122.5396,194,7.071
1,10.6952,122.53965,195,7.077
1,10.69538,122.53996,196,7.116
1,10.6954,122.53999,197,7.12
1,10.69556,122.54032,198,7.16
1,10.6958,122.5407,199,7.21
1,10.69589,122.54086,200,7.23
1,10.69637,122.54161,201,7.328
1,10.69648,122.54179,202,7.351
1,10.69662,122.54202,203,7.38
1,10.6967,122.54214,204,7.396
1,10.69682,122.54236,205,7.424
1,10.69683,122.54237,206,7.425
1,10.69702,122.54277,207,7.474
1,10.69734,122.54341,208,7.552
1,10.69677,122.54382,209,7.63
1,10.6964,122.54408,210,7.68
1,10.69638,122.5441,211,7.683
1,10.69633,122.54414,212,7.69
1,10.6962,122.54425,213,7.709
1,10.69617,122.54427,214,7.713
1,10.6961,122.54434,215,7.724
1,10.69607,122.54437,216,7.728
1,10.69599,122.54445,217,7.741
1,10.69626,122.54488,218,7.797
1,10.69629,122.54491,219,7.801
1,10.69642,122.54513,220,7.829
1,10.69647,122.54521,221,7.84
1,10.69652,122.5453,222,7.851
1,10.69657,122.54538,223,7.861
1,10.6967,122.5456,224,7.889
1,10.69705,122.54619,225,7.965
1,10.69746,122.54691,226,8.056
1,10.69766,122.54724,227,8.098
1,10.69779,122.54749,228,8.129
1,10.69782,122.54755,229,8.136
1,10.69782,122.54756,230,8.137
1,10.69809,122.54797,231,8.191
1,10.69849,122.54866,232,8.279
1,10.69877,122.54917,233,8.343
1,10.69888,122.54939,234,8.37
1,10.69896,122.54952,235,8.386
1,10.69909,122.54977,236,8.417
1,10.69916,122.54992,237,8.435
1,10.69919,122.55001,238,8.446
1,10.69922,122.5502,239,8.467
1,10.69933,122.55103,240,8.558
1,10.69935,122.55117,241,8.574
1,10.6994,122.55156,242,8.617
1,10.69941,122.5517,243,8.632
1,10.69942,122.55182,244,8.645
1,10.69948,122.55231,245,8.699
1,10.69953,122.55257,246,8.728
1,10.69952,122.55259,247,8.731
1,10.69953,122.55261,248,8.733
1,10.69953,122.55267,249,8.74
1,10.69953,122.55271,250,8.744
1,10.69966,122.55384,251,8.868
1,10.6997,122.55419,252,8.907
1,10.69971,122.55427,253,8.916
1,10.69975,122.55451,254,8.942
1,10.69978,122.55479,255,8.973
1,10.6998,122.55493,256,8.988
1,10.69984,122.55528,257,9.027
1,10.69988,122.55558,258,9.06
1,10.6999,122.55567,259,9.07
1,10.69991,122.55574,260,9.078
1,10.69993,122.55578,261,9.083
1,10.69994,122.55587,262,9.093
1,10.69995,122.55599,263,9.106
1,10.7,122.55648,264,9.16
1,10.70001,122.55658,265,9.171
1,10.70008,122.55728,266,9.247
1,10.70008,122.55733,267,9.253
1,10.70011,122.55758,268,9.28
1,10.70012,122.55774,269,9.298
1,10.70013,122.55793,270,9.319
1,10.70025,122.55921,271,9.459
1,10.7003,122.55989,272,9.534
1,10.70031,122.55992,273,9.537
1,10.70034,122.56024,274,9.572
1,10.70039,122.56075,275,9.628
1,10.70044,122.56101,276,9.657
1,10.70046,122.56111,277,9.668
1,10.70051,122.5613,278,9.69
1,10.70052,122.56135,279,9.696
1,10.70055,122.56149,280,9.711
1,10.70059,122.56177,281,9.742
1,10.70066,122.56222,282,9.792
1,10.70076,122.56285,283,9.862
1,10.70079,122.563,284,9.878
1,10.70085,122.56344,285,9.927
1,10.70091,122.56387,286,9.974
1,10.70103,122.56464,287,10.059
1,10.70106,122.56486,288,10.084
1,10.70108,122.56502,289,10.101
1,10.70112,122.56532,290,10.134
1,10.70115,122.5655,291,10.154
1,10.70115,122.56553,292,10.158
1,10.70118,122.56574,293,10.181
1,10.70128,122.56646,294,10.26
1,10.70017,122.56644,295,10.384
1,10.69986,122.56644,296,10.418
1,10.69973,122.56643,297,10.433
1,10.69933,122.56643,298,10.477
1,10.69838,122.56642,299,10.583
1,10.69788,122.56642,300,10.638
1,10.69626,122.56639,301,10.819
1,10.69571,122.56638,302,10.88
1,10.69561,122.56639,303,10.891
1,10.69486,122.56637,304,10.974
1,10.69439,122.56636,305,11.027
1,10.69394,122.56636,306,11.077
1,10.69345,122.56634,307,11.131
1,10.69178,122.56629,308,11.317
1,10.69184,122.56701,309,11.396
1,10.69186,122.56726,310,11.423
1,10.69187,122.56744,311,11.443
1,10.69189,122.56784,312,11.487
1,10.69191,122.56795,313,11.499
1,10.69201,122.56902,314,11.616
1,10.69199,122.56906,315,11.621
1,10.69199,122.56908,316,11.624
1,10.69199,122.56909,317,11.625
1,10.69199,122.5691,318,11.626
1,10.692,122.56911,319,11.627
1,10.692,122.56912,320,11.628
1,10.69201,122.56913,321,11.63
1,10.69202,122.56914,322,11.632
1,10.69203,122.56914,323,11.633
1,10.692,122.56918,324,11.638
1,10.69199,122.56921,325,11.642
1,10.69199,122.56925,326,11.646
1,10.692,122.5695,327,11.673
1,10.69201,122.56964,328,11.689
1,10.69204,122.56978,329,11.704
1,10.69205,122.57001,330,11.729
1,10.69205,122.57003,331,11.732
1,10.69206,122.57066,332,11.8
1,10.69203,122.57105,333,11.843
1,10.69198,122.57166,334,11.91
1,10.69205,122.57169,335,11.919
1,10.6921,122.57173,336,11.926
1,10.69216,122.57178,337,11.934
1,10.69292,122.57257,338,12.055
1,10.69287,122.57273,339,12.073
1,10.69273,122.57293,340,12.1
1,10.69232,122.57336,341,12.166
1,10.6918,122.57388,342,12.247
1,10.69166,122.57372,343,12.27
1,10.69168,122.57357,344,12.287
1,10.69183,122.57251,345,12.404
1,10.69192,122.57197,346,12.464
2,10.69193,122.57196,1,0
2,10.69198,122.57166,2,0.033
2,10.69198,122.57165,3,0.034
2,10.69206,122.57066,4,0.143
2,10.69205,122.57003,5,0.212
2,10.69205,122.57001,6,0.214
2,10.69204,122.56978,7,0.239
2,10.69201,122.56964,8,0.255
2,10.692,122.5695,9,0.27
2,10.69199,122.56925,10,0.297
2,10.69199,122.56921,11,0.302
2,10.692,122.56918,12,0.305
2,10.69203,122.56914,13,0.311
2,10.69203,122.56915,14,0.312
2,10.69204,122.56915,15,0.313
2,10.69205,122.56915,16,0.314
2,10.69206,122.56915,17,0.315
2,10.69207,122.56915,18,0.316
2,10.69208,122.56915,19,0.317
2,10.69209,122.56915,20,0.318
2,10.6921,122.56915,21,0.32
2,10.6921,122.56914,22,0.321
2,10.69211,122.56914,23,0.322
2,10.69212,122.56913,24,0.323
2,10.69212,122.56912,25,0.324
2,10.69213,122.56912,26,0.326
2,10.69213,122.56911,27,0.327
2,10.69214,122.5691,28,0.328
2,10.69214,122.56909,29,0.329
2,10.69214,122.56908,30,0.33
2,10.69214,122.56907,31,0.331
2,10.69214,122.56906,32,0.333
2,10.69214,122.56905,33,0.334
2,10.69213,122.56905,34,0.335
2,10.69213,122.56904,35,0.336
2,10.69213,122.56903,36,0.337
2,10.69212,122.56903,37,0.338
2,10.69212,122.56902,38,0.339
2,10.69211,122.56902,39,0.34
2,10.69211,122.56901,40,0.341
2,10.6921,122.56901,41,0.342
2,10.69209,122.56901,42,0.344
2,10.69209,122.569,43,0.345
2,10.69208,122.569,44,0.346
2,10.69207,122.569,45,0.347
2,10.69206,122.569,46,0.348
2,10.69205,122.569,47,0.349
2,10.69204,122.569,48,0.35
2,10.69204,122.56901,49,0.351
2,10.69203,122.56901,50,0.352
2,10.69202,122.56901,51,0.354
2,10.69202,122.56902,52,0.355
2,10.69201,122.56902,53,0.356
2,10.69191,122.56795,54,0.473
2,10.69189,122.56784,55,0.485
2,10.69187,122.56744,56,0.529
2,10.69186,122.56726,57,0.549
2,10.69184,122.56701,58,0.576
2,10.69178,122.56629,59,0.655
2,10.69345,122.56634,60,0.841
2,10.69394,122.56636,61,0.896
2,10.69439,122.56636,62,0.946
2,10.69486,122.56637,63,0.998
2,10.69561,122.56639,64,1.081
2,10.69571,122.56638,65,1.092
2,10.69626,122.56639,66,1.154
2,10.69788,122.56642,67,1.334
2,10.69781,122.56586,68,1.395
2,10.69776,122.56548,69,1.437
2,10.69775,122.56537,70,1.449
2,10.69768,122.56479,71,1.513
2,10.69783,122.5648,72,1.53
2,10.69936,122.56483,73,1.7
2,10.69972,122.56484,74,1.74
2,10.7001,122.56484,75,1.782
2,10.70075,122.56485,76,1.855
2,10.70093,122.56485,77,1.875
2,10.70106,122.56486,78,1.889
2,10.70116,122.56484,79,1.901
2,10.7011,122.56446,80,1.943
2,10.70101,122.5639,81,2.005
2,10.701,122.56385,82,2.01
2,10.70095,122.56353,83,2.046
2,10.70094,122.56345,84,2.054
2,10.70088,122.56307,85,2.096
2,10.70087,122.563,86,2.104
2,10.70085,122.56277,87,2.129
2,10.70085,122.56265,88,2.143
2,10.70076,122.56209,89,2.205
2,10.70073,122.56191,90,2.224
2,10.7007,122.56175,91,2.242
2,10.70067,122.56157,92,2.262
2,10.70064,122.56142,93,2.279
2,10.70064,122.5614,94,2.281
2,10.70062,122.56132,95,2.29
2,10.70055,122.56099,96,2.327
2,10.70052,122.56081,97,2.347
2,10.70051,122.56075,98,2.354
2,10.70049,122.56063,99,2.367
2,10.70047,122.56055,100,2.376
2,10.70046,122.56045,101,2.387
2,10.70044,122.56016,102,2.419
2,10.70042,122.55991,103,2.446
2,10.70041,122.55986,104,2.452
2,10.7004,122.55982,105,2.456
2,10.70038,122.55972,106,2.467
2,10.70023,122.55793,107,2.664
2,10.70022,122.55776,108,2.682
2,10.7002,122.55759,109,2.701
2,10.7002,122.55744,110,2.717
2,10.70019,122.5574,111,2.722
2,10.70018,122.55729,112,2.734
2,10.70017,122.55713,113,2.751
2,10.70017,122.55711,114,2.754
2,10.70015,122.55695,115,2.771
2,10.70005,122.55584,116,2.893
2,10.70004,122.55576,117,2.902
2,10.69998,122.55566,118,2.915
2,10.69996,122.55564,119,2.918
2,10.69988,122.55504,120,2.984
2,10.6998,122.55445,121,3.049
2,10.69977,122.55427,122,3.069
2,10.69975,122.55409,123,3.089
2,10.69975,122.55406,124,3.092
2,10.69973,122.55391,125,3.109
2,10.6997,122.55367,126,3.135
2,10.69967,122.5534,127,3.165
2,10.69964,122.55317,128,3.19
2,10.69959,122.55267,129,3.245
2,10.69962,122.55257,130,3.256
2,10.69961,122.55246,131,3.268
2,10.69959,122.55231,132,3.285
2,10.69956,122.5521,133,3.308
2,10.69954,122.55196,134,3.324
2,10.69953,122.55181,135,3.34
2,10.6995,122.55162,136,3.361
2,10.69936,122.55053,137,3.481
2,10.6993,122.54995,138,3.545
2,10.69924,122.54942,139,3.603
2,10.69923,122.5493,140,3.616
2,10.69916,122.54887,141,3.664
2,10.6991,122.54851,142,3.704
2,10.69893,122.54764,143,3.801
2,10.69889,122.54733,144,3.835
2,10.69888,122.54731,145,3.837
2,10.69887,122.5472,146,3.849
2,10.6988,122.54689,147,3.884
2,10.69876,122.5466,148,3.916
2,10.69876,122.54659,149,3.917
2,10.69874,122.54652,150,3.925
2,10.69868,122.54626,151,3.954
2,10.69863,122.54609,152,3.974
2,10.69856,122.54582,153,4.004
2,10.69852,122.54566,154,4.022
2,10.69844,122.5455,155,4.042
2,10.69836,122.5453,156,4.066
2,10.69817,122.54493,157,4.111
2,10.69796,122.54454,158,4.16
2,10.69774,122.54409,159,4.215
2,10.69773,122.54408,160,4.216
2,10.69734,122.54341,161,4.301
2,10.69702,122.54277,162,4.38
2,10.69683,122.54237,163,4.428
2,10.69682,122.54236,164,4.43
2,10.6967,122.54214,165,4.457
2,10.69662,122.54202,166,4.473
2,10.69648,122.54179,167,4.503
2,10.69637,122.54161,168,4.526
2,10.69589,122.54086,169,4.624
2,10.6958,122.5407,170,4.644
2,10.69556,122.54032,171,4.693
2,10.6954,122.53999,172,4.734
2,10.69538,122.53996,173,4.737
2,10.6952,122.53965,174,4.777
2,10.69518,122.5396,175,4.783
2,10.69489,122.53916,176,4.841
2,10.69457,122.53872,177,4.9
2,10.69371,122.53741,178,5.073
2,10.69353,122.53715,179,5.107
2,10.69327,122.53678,180,5.157
2,10.69304,122.53644,181,5.202
2,10.69277,122.53603,182,5.256
2,10.69249,122.53562,183,5.311
2,10.69234,122.53541,184,5.339
2,10.69213,122.53511,185,5.379
2,10.69209,122.53506,186,5.386
2,10.69203,122.53496,187,5.399
2,10.69187,122.5347,188,5.433
2,10.69164,122.53432,189,5.481
2,10.69142,122.53389,190,5.534
2,10.69115,122.53336,191,5.6
2,10.69091,122.5328,192,5.666
2,10.69081,122.53253,193,5.698
2,10.69066,122.53211,194,5.747
2,10.69059,122.5319,195,5.771
2,10.69054,122.53178,196,5.785
2,10.69048,122.53164,197,5.802
2,10.69039,122.53142,198,5.828
2,10.69024,122.5311,199,5.867
2,10.69016,122.53091,200,5.889
2,10.69002,122.53065,201,5.922
2,10.6899,122.53041,202,5.951
2,10.68982,122.53026,203,5.97
2,10.68945,122.52953,204,6.059
2,10.68933,122.52928,205,6.09
2,10.6893,122.52921,206,6.098
2,10.68924,122.52909,207,6.113
2,10.68916,122.52891,208,6.134
2,10.68909,122.52874,209,6.155
2,10.68905,122.52864,210,6.166
2,10.68902,122.52856,211,6.176
2,10.68902,122.52854,212,6.178
2,10.68899,122.52844,213,6.189
2,10.68896,122.52833,214,6.202
2,10.68892,122.5281,215,6.227
2,10.68892,122.52808,216,6.23
2,10.68882,122.52768,217,6.275
2,10.68877,122.52749,218,6.296
2,10.68876,122.52742,219,6.304
2,10.68874,122.52735,220,6.312
2,10.68874,122.52734,221,6.313
2,10.68873,122.52724,222,6.324
2,10.68872,122.52718,223,6.331
2,10.68872,122.5271,224,6.339
2,10.68872,122.52708,225,6.341
2,10.68872,122.52702,226,6.348
2,10.68873,122.52687,227,6.364
2,10.68867,122.52683,228,6.372
2,10.68864,122.52679,229,6.378
2,10.68863,122.52676,230,6.381
2,10.68861,122.52672,231,6.386
2,10.68858,122.52666,232,6.394
2,10.68857,122.52658,233,6.402
2,10.68856,122.52654,234,6.407
2,10.68828,122.52502,235,6.576
2,10.68819,122.52456,236,6.627
2,10.68794,122.52341,237,6.756
2,10.68777,122.52264,238,6.842
2,10.68773,122.52238,239,6.871
2,10.68766,122.52192,240,6.922
2,10.68763,122.52175,241,6.941
2,10.68762,122.52161,242,6.956
2,10.68761,122.52155,243,6.963
2,10.68758,122.52124,244,6.997
2,10.68745,122.52011,245,7.121
2,10.68743,122.51991,246,7.143
2,10.68739,122.5196,247,7.177
2,10.68738,122.5195,248,7.188
2,10.68736,122.51935,249,7.205
2,10.68733,122.51909,250,7.233
2,10.68716,122.51763,251,7.394
2,10.68705,122.51669,252,7.497
2,10.6868,122.51673,253,7.525
2,10.68636,122.51672,254,7.574
2,10.68624,122.51675,255,7.588
2,10.68605,122.51679,256,7.61
2,10.68586,122.51682,257,7.631
2,10.68565,122.51685,258,7.655
2,10.6852,122.51692,259,7.705
2,10.68499,122.51694,260,7.729
2,10.68469,122.51697,261,7.762
2,10.68468,122.51697,262,7.763
2,10.6845,122.51699,263,7.783
2,10.68444,122.517,264,7.79
2,10.68409,122.51706,265,7.83
2,10.68359,122.51711,266,7.886
2,10.68355,122.51712,267,7.89
2,10.68259,122.51721,268,7.997
2,10.68236,122.51723,269,8.023
2,10.68216,122.51725,270,8.045
2,10.68118,122.51735,271,8.155
2,10.68023,122.51744,272,8.261
2,10.68022,122.51722,273,8.285
2,10.68022,122.51704,274,8.305
